[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201218 16:26:13"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
16.616101448E+3	386.814600000E+0	1.000000000E-9	36.471693417E-9	-226.865330133E-9	9.047431750E-3	1.529640378E-6	1.215658886E-6	45.432862907E-6	36.471693417E+0	-226.865330133E+0	9.047431750E+6	1.529640378E+3	1.215658886E+3	45.432862907E+3
16.861973665E+3	387.812900000E+0	1.000000000E-9	601.762271833E-9	-399.280177683E-9	8.533438017E-3	1.557275397E-6	952.045807224E-9	78.186553285E-6	601.762271833E+0	-399.280177683E+0	8.533438017E+6	1.557275397E+3	952.045807224E+0	78.186553285E+3
17.133891812E+3	388.811500000E+0	1.000000000E-9	-446.760231450E-9	-108.895195550E-9	8.051362350E-3	1.891873897E-6	931.787291448E-9	74.008182664E-6	-446.760231450E+0	-108.895195550E+0	8.051362350E+6	1.891873897E+3	931.787291448E+0	74.008182664E+3
17.423330879E+3	389.812400000E+0	1.000000000E-9	-118.528269817E-9	-226.863612417E-9	7.583803217E-3	1.754127889E-6	1.085342493E-6	95.570031880E-6	-118.528269817E+0	-226.863612417E+0	7.583803217E+6	1.754127889E+3	1.085342493E+3	95.570031880E+3
17.726728590E+3	390.809000000E+0	1.000000000E-9	-200.585367200E-9	314.999999991E-15	7.211000200E-3	1.860799386E-6	1.025783923E-6	63.594823201E-6	-200.585367200E+0	314.999999991E-6	7.211000200E+6	1.860799386E+3	1.025783923E+3	63.594823201E+3
18.024135750E+3	391.810200000E+0	1.000000000E-9	547.055333850E-9	753.190227233E-9	6.784125867E-3	1.872408881E-6	1.041770791E-6	43.678755472E-6	547.055333850E+0	753.190227233E+0	6.784125867E+6	1.872408881E+3	1.041770791E+3	43.678755472E+3
18.306896581E+3	392.813100000E+0	1.000000000E-9	1.012050392E-6	555.350000050E-15	6.453965200E-3	1.649005037E-6	1.167766325E-6	56.276420770E-6	1.012050392E+3	555.350000050E-6	6.453965200E+6	1.649005037E+3	1.167766325E+3	56.276420770E+3
18.642204733E+3	393.805500000E+0	1.000000000E-9	729.406740433E-9	-117.969584017E-9	6.081338683E-3	1.370212645E-6	1.001070644E-6	57.031550953E-6	729.406740433E+0	-117.969584017E+0	6.081338683E+6	1.370212645E+3	1.001070644E+3	57.031550953E+3
19.014799543E+3	394.801400000E+0	1.000000000E-9	-209.704698233E-9	-299.459475117E-9	5.788147208E-3	1.502755814E-6	943.597998481E-9	70.760200061E-6	-209.704698233E+0	-299.459475117E+0	5.788147208E+6	1.502755814E+3	943.597998481E+0	70.760200061E+3
19.438674420E+3	395.802100000E+0	1.000000000E-9	-18.234760583E-9	254.087660417E-9	5.448068808E-3	1.521523145E-6	1.061696087E-6	49.959332932E-6	-18.234760583E+0	254.087660417E+0	5.448068808E+6	1.521523145E+3	1.061696087E+3	49.959332932E+3
19.922256466E+3	396.814000000E+0	1.000000000E-9	975.581753917E-9	-671.518746583E-9	5.188019820E-3	1.533122770E-6	950.972184259E-9	39.944163599E-6	975.581753917E+0	-671.518746583E+0	5.188019820E+6	1.533122770E+3	950.972184259E+0	39.944163599E+3
20.342821094E+3	397.813800000E+0	1.000000000E-9	-401.173720800E-9	-362.981795233E-9	4.905559382E-3	1.454719035E-6	1.061696429E-6	68.934160122E-6	-401.173720800E+0	-362.981795233E+0	4.905559382E+6	1.454719035E+3	1.061696429E+3	68.934160122E+3
20.840071104E+3	398.806300000E+0	1.000000000E-9	355.586473633E-9	617.070707383E-9	4.640333713E-3	1.518694968E-6	1.110636452E-6	64.199870979E-6	355.586473633E+0	617.070707383E+0	4.640333713E+6	1.518694968E+3	1.110636452E+3	64.199870979E+3
21.312243422E+3	399.805000000E+0	1.000000000E-9	-1.084991654E-6	299.460714517E-9	4.373395508E-3	1.773628839E-6	1.089104720E-6	36.919710460E-6	-1.084991654E+3	299.460714517E+0	4.373395508E+6	1.773628839E+3	1.089104720E+3	36.919710460E+3
