[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201201 11:47:08"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Abort"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
16.296291615E+3	387.927200000E+0	1.000000000E-9	1.742922242E-3	840.856355000E-6	7.641232783E-3	675.660988614E-6	393.069708390E-6	52.116782742E-6	1.742922242E+6	840.856355000E+3	7.641232783E+6	675.660988614E+3	393.069708390E+3	52.116782742E+3
16.482281343E+3	388.954000000E+0	1.000000000E-9	1.637452388E-3	785.703125500E-6	7.221778633E-3	631.951266985E-6	405.779985203E-6	40.524827679E-6	1.637452388E+6	785.703125500E+3	7.221778633E+6	631.951266985E+3	405.779985203E+3	40.524827679E+3
16.667361636E+3	389.927700000E+0	1.000000000E-9	1.552674847E-3	732.936048500E-6	6.734747317E-3	658.581610875E-6	383.143141077E-6	42.955555638E-6	1.552674847E+6	732.936048500E+3	6.734747317E+6	658.581610875E+3	383.143141077E+3	42.955555638E+3
16.853485400E+3	390.964800000E+0	1.000000000E-9	1.426288495E-3	697.290266500E-6	6.330024433E-3	534.895585993E-6	424.118361658E-6	67.725289139E-6	1.426288495E+6	697.290266500E+3	6.330024433E+6	534.895585993E+3	424.118361658E+3	67.725289139E+3
17.038153066E+3	391.914500000E+0	1.000000000E-9	1.370669913E-3	636.600515167E-6	6.005253950E-3	541.344602262E-6	320.560808527E-6	45.246918715E-6	1.370669913E+6	636.600515167E+3	6.005253950E+6	541.344602262E+3	320.560808527E+3	45.246918715E+3
17.224061022E+3	392.930600000E+0	1.000000000E-9	1.304960072E-3	610.964724167E-6	5.718077167E-3	604.248166454E-6	372.422883398E-6	58.926611894E-6	1.304960072E+6	610.964724167E+3	5.718077167E+6	604.248166454E+3	372.422883398E+3	58.926611894E+3
17.409896476E+3	393.961500000E+0	1.000000000E-9	1.202032890E-3	582.199403667E-6	5.420543150E-3	516.743486127E-6	413.781437086E-6	46.766958080E-6	1.202032890E+6	582.199403667E+3	5.420543150E+6	516.743486127E+3	413.781437086E+3	46.766958080E+3
17.597091515E+3	394.959900000E+0	1.000000000E-9	1.158658563E-3	553.332121667E-6	5.082095850E-3	557.523559223E-6	353.867531874E-6	40.079256164E-6	1.158658563E+6	553.332121667E+3	5.082095850E+6	557.523559223E+3	353.867531874E+3	40.079256164E+3
17.783040019E+3	395.933700000E+0	1.000000000E-9	1.050005190E-3	521.616999000E-6	4.804466950E-3	572.011835067E-6	298.172776859E-6	39.835001578E-6	1.050005190E+6	521.616999000E+3	4.804466950E+6	572.011835067E+3	298.172776859E+3	39.835001578E+3
17.968963582E+3	396.912300000E+0	1.000000000E-9	1.031743642E-3	479.594255833E-6	4.552755733E-3	532.442637313E-6	309.458655255E-6	48.578797411E-6	1.031743642E+6	479.594255833E+3	4.552755733E+6	532.442637313E+3	309.458655255E+3	48.578797411E+3
18.156068638E+3	397.954600000E+0	1.000000000E-9	955.346846000E-6	462.144395167E-6	4.290740767E-3	514.108681459E-6	304.282152440E-6	35.671973475E-6	955.346846000E+3	462.144395167E+3	4.290740767E+6	514.108681459E+3	304.282152440E+3	35.671973475E+3
18.343308752E+3	398.911100000E+0	1.000000000E-9	897.871120833E-6	428.641302833E-6	4.112794617E-3	495.700790048E-6	295.608757837E-6	44.052081242E-6	897.871120833E+3	428.641302833E+3	4.112794617E+6	495.700790048E+3	295.608757837E+3	44.052081242E+3
18.530477986E+3	399.893500000E+0	1.000000000E-9	838.917162667E-6	401.290571333E-6	3.874050050E-3	507.690327330E-6	268.142170589E-6	31.523461707E-6	838.917162667E+3	401.290571333E+3	3.874050050E+6	507.690327330E+3	268.142170589E+3	31.523461707E+3
