[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201117 22:42:01"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 4.000000E+2
Final temperature (K) = 3.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Automatic"
GPIB = "GPIB0::9::INSTR"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 20.000000
Auto-range = 0
Manual range (A) = 0.000001
Check output compliance = "Abort"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
20.848439691E+3	312.078500000E+0	1.000000000E-9	190.191968418E-3	390.096336418E-3	1.576519850E+0	327.824948833E-3	269.537765017E-3	79.869898221E-3	190.191968418E+6	390.096336418E+6	1.576519850E+9	327.824948833E+6	269.537765017E+6	79.869898221E+6
21.052852401E+3	311.084400000E+0	1.000000000E-9	200.290341956E-3	430.278671009E-3	1.646296250E+0	340.568200765E-3	284.445896343E-3	117.442546864E-3	200.290341956E+6	430.278671009E+6	1.646296250E+9	340.568200765E+6	284.445896343E+6	117.442546864E+6
21.257829247E+3	310.053700000E+0	1.000000000E-9	250.729239033E-3	526.240618328E-3	2.079845800E+0	345.431460230E-3	287.900771593E-3	4.229498644E-3	250.729239033E+6	526.240618328E+6	2.079845800E+9	345.431460230E+6	287.900771593E+6	4.229498644E+6
21.447818308E+3	309.027300000E+0	1.000000000E-9	273.471702403E-3	572.371252067E-3	2.277272033E+0	353.023472312E-3	289.920079076E-3	4.342846480E-3	273.471702402E+6	572.371252067E+6	2.277272033E+9	353.023472312E+6	289.920079076E+6	4.342846480E+6
21.636763386E+3	308.075900000E+0	1.000000000E-9	300.149619990E-3	626.448399923E-3	2.494735533E+0	359.245610358E-3	296.418505191E-3	5.834446991E-3	300.149619990E+6	626.448399923E+6	2.494735533E+9	359.245610358E+6	296.418505191E+6	5.834446991E+6
21.825415845E+3	307.079300000E+0	1.000000000E-9	328.034576179E-3	683.922660636E-3	2.730481233E+0	367.352834440E-3	301.518531580E-3	5.911488495E-3	328.034576179E+6	683.922660636E+6	2.730481233E+9	367.352834440E+6	301.518531580E+6	5.911488495E+6
22.015440449E+3	306.015400000E+0	1.000000000E-9	356.952480635E-3	749.516715780E-3	2.989995267E+0	373.509407890E-3	305.037353041E-3	7.673844468E-3	356.952480635E+6	749.516715780E+6	2.989995267E+9	373.509407890E+6	305.037353041E+6	7.673844468E+6
22.204356644E+3	305.093100000E+0	1.000000000E-9	390.581873218E-3	817.606567738E-3	3.279146700E+0	376.546361341E-3	310.094675612E-3	9.141833814E-3	390.581873218E+6	817.606567738E+6	3.279146700E+9	376.546361341E+6	310.094675612E+6	9.141833814E+6
22.393750211E+3	304.052000000E+0	1.000000000E-9	428.363377697E-3	896.531448679E-3	3.592036383E+0	380.614291545E-3	312.607599162E-3	11.778916088E-3	428.363377697E+6	896.531448679E+6	3.592036383E+9	380.614291545E+6	312.607599162E+6	11.778916088E+6
22.583082320E+3	303.079300000E+0	1.000000000E-9	471.111104945E-3	981.730460958E-3	3.938388783E+0	389.347109653E-3	316.927011683E-3	15.163835526E-3	471.111104945E+6	981.730460958E+6	3.938388783E+9	389.347109653E+6	316.927011683E+6	15.163835526E+6
22.771887462E+3	302.088200000E+0	1.000000000E-9	514.674869692E-3	1.077532104E+0	4.321983283E+0	395.987348937E-3	320.750882461E-3	19.921607680E-3	514.674869692E+6	1.077532104E+9	4.321983283E+9	395.987348937E+6	320.750882461E+6	19.921607680E+6
22.960884674E+3	301.061900000E+0	1.000000000E-9	561.938768365E-3	1.182390548E+0	4.736018333E+0	399.278837786E-3	324.985051928E-3	25.617388540E-3	561.938768365E+6	1.182390548E+9	4.736018333E+9	399.278837786E+6	324.985051928E+6	25.617388540E+6
23.149535753E+3	300.080200000E+0	1.000000000E-9	616.508476963E-3	1.296221393E+0	5.193649217E+0	402.032270991E-3	328.165649146E-3	28.981590460E-3	616.508476963E+6	1.296221393E+9	5.193649217E+9	402.032270991E+6	328.165649146E+6	28.981590460E+6
