[Main]
Experiment = "Rvst_3.0K"
Header length = 45    
Date = "20200211 18:20:20"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 0.000000E+0
Initial temperature stabilization (K) = 1.000000E+0
Initial temperature ramp rate (K/min) = 5.000000E+0
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Time Sweep ]
Interval = 5.000000E+0
Duration = 3.600000E+3

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 1.000000E-3
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Temperature (K)
3.016996448E+3	100.000001490E-3	1.598074455E-9	50.578246436E-12	62.575308153E+6	1.980476783E+6	2.998500000E+0
3.031997310E+3	100.000001490E-3	1.693776471E-9	49.093546874E-12	59.039668584E+6	1.711245130E+6	2.998500000E+0
3.046996986E+3	100.000001490E-3	1.704680933E-9	50.367882018E-12	58.662005028E+6	1.733275061E+6	2.998500000E+0
3.061997224E+3	100.000001490E-3	1.631209026E-9	46.768200718E-12	61.304222768E+6	1.757646108E+6	2.998500000E+0
3.076997529E+3	100.000001490E-3	1.659431004E-9	51.895216655E-12	60.261620537E+6	1.884555517E+6	2.998500000E+0
3.091997353E+3	100.000001490E-3	1.657813583E-9	49.361218069E-12	60.320413895E+6	1.796033725E+6	3.000900000E+0
3.106997022E+3	100.000001490E-3	1.643921062E-9	49.437878028E-12	60.830172335E+6	1.829354651E+6	3.000900000E+0
3.121997405E+3	100.000001490E-3	1.656337054E-9	40.671804917E-12	60.374186051E+6	1.482504488E+6	3.000900000E+0
3.136997362E+3	100.000001490E-3	1.637241842E-9	46.917111312E-12	61.078332414E+6	1.750272224E+6	3.000900000E+0
3.151995757E+3	100.000001490E-3	1.651871416E-9	49.676142141E-12	60.537400486E+6	1.820519734E+6	3.000900000E+0
3.166997122E+3	100.000001490E-3	1.654903113E-9	56.808537762E-12	60.426499108E+6	2.074285213E+6	3.001600000E+0
3.181996898E+3	100.000001490E-3	1.633339986E-9	48.240869656E-12	61.224241341E+6	1.808264459E+6	3.001600000E+0
3.196997339E+3	100.000001490E-3	1.597247842E-9	41.847298327E-12	62.607692345E+6	1.640298212E+6	3.001600000E+0
3.211997478E+3	100.000001490E-3	1.631789766E-9	51.017706365E-12	61.282405116E+6	1.915986860E+6	3.001600000E+0
3.226996054E+3	100.000001490E-3	1.334573379E-9	454.432870459E-12	74.930313346E+6	25.514368792E+6	3.000600000E+0
3.241997796E+3	100.000001490E-3	708.492105357E-12	7.317790010E-12	141.144835255E+6	1.457840190E+6	3.000600000E+0
3.261996928E+3	100.000001490E-3	703.264749067E-12	7.169040066E-12	142.193962690E+6	1.449517009E+6	3.000600000E+0
3.281998320E+3	100.000001490E-3	709.559462200E-12	8.415590652E-12	140.932517734E+6	1.671502449E+6	3.000600000E+0
3.301997188E+3	100.000001490E-3	715.735593200E-12	9.159240488E-12	139.716401476E+6	1.787945344E+6	3.000100000E+0
3.321997434E+3	100.000001490E-3	716.575247700E-12	7.538881431E-12	139.552687329E+6	1.468193559E+6	3.000100000E+0
3.341997241E+3	100.000001490E-3	706.335827267E-12	5.635750021E-12	141.575717428E+6	1.129611895E+6	3.000100000E+0
3.361996925E+3	100.000001490E-3	716.758842500E-12	7.075574418E-12	139.516941488E+6	1.377258910E+6	2.998800000E+0
3.381996176E+3	100.000001490E-3	872.017897000E-12	341.930272093E-12	114.676547160E+6	44.966259418E+6	2.998800000E+0
3.401996937E+3	100.000001490E-3	1.600116805E-9	56.841681135E-12	62.495438574E+6	2.220054049E+6	2.998800000E+0
3.416998411E+3	100.000001490E-3	1.639716576E-9	58.742888812E-12	60.986150279E+6	2.184830414E+6	2.998800000E+0
3.431997253E+3	100.000001490E-3	715.197036667E-12	14.441861421E-12	139.821610498E+6	2.823395818E+6	2.999200000E+0
3.451997868E+3	100.000001490E-3	718.607517967E-12	8.343178732E-12	139.158022968E+6	1.615652813E+6	2.999200000E+0
3.471996664E+3	100.000001490E-3	716.271315000E-12	17.691125181E-12	139.611903194E+6	3.448262697E+6	2.999200000E+0
3.491998410E+3	100.000001490E-3	1.450173711E-9	388.651469948E-12	68.957257140E+6	18.480778646E+6	2.999200000E+0
3.506996500E+3	100.000001490E-3	1.698083236E-9	58.358087895E-12	58.889929183E+6	2.023872323E+6	3.001600000E+0
3.521997153E+3	100.000001490E-3	1.647705446E-9	58.473999699E-12	60.690460019E+6	2.153791474E+6	3.001600000E+0
3.536996927E+3	100.000001490E-3	1.639881335E-9	51.486538986E-12	60.980022997E+6	1.914559466E+6	3.001600000E+0
3.551997091E+3	100.000001490E-3	1.624839294E-9	64.703070276E-12	61.544548983E+6	2.450778544E+6	3.001600000E+0
3.566996660E+3	100.000001490E-3	1.641318157E-9	50.389916764E-12	60.926640609E+6	1.870501667E+6	3.001600000E+0
3.581996815E+3	100.000001490E-3	1.617131408E-9	50.785043429E-12	61.837894553E+6	1.941982046E+6	2.999400000E+0
