[Main]
Experiment = "RvsT"
Header length = 62    
Date = "20201125 12:40:44"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 6.000000E+1
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)
16.592929827E+3	389.958700000E+0	1.000000000E-9	1.168813518E-3	608.052364167E-6	4.617420557E-3	602.061070007E-6	378.995185020E-6	45.584793214E-6	1.168813518E+6	608.052364167E+3	4.617420557E+6	602.061070007E+3	378.995185020E+3	45.584793214E+3
16.779030717E+3	390.941800000E+0	1.000000000E-9	1.085701189E-3	566.485486500E-6	4.371448305E-3	560.290594938E-6	381.850777752E-6	40.978687483E-6	1.085701189E+6	566.485486500E+3	4.371448305E+6	560.290594938E+3	381.850777752E+3	40.978687483E+3
16.964214190E+3	391.915700000E+0	1.000000000E-9	1.026596817E-3	542.818293500E-6	4.123934087E-3	557.366638053E-6	346.862210176E-6	39.175777186E-6	1.026596817E+6	542.818293500E+3	4.123934087E+6	557.366638053E+3	346.862210176E+3	39.175777186E+3
17.149780513E+3	392.915800000E+0	1.000000000E-9	987.936206167E-6	494.449265167E-6	3.885271227E-3	556.458556305E-6	333.181509472E-6	28.754347696E-6	987.936206167E+3	494.449265167E+3	3.885271227E+6	556.458556305E+3	333.181509472E+3	28.754347696E+3
17.336499191E+3	393.952700000E+0	1.000000000E-9	939.591637000E-6	485.890542150E-6	3.683122582E-3	485.683123910E-6	362.804520785E-6	16.750453958E-6	939.591637000E+3	485.890542150E+3	3.683122582E+6	485.683123910E+3	362.804520785E+3	16.750453958E+3
17.523010477E+3	394.934900000E+0	1.000000000E-9	866.523500667E-6	455.096790017E-6	3.481294865E-3	447.391906515E-6	308.960976715E-6	21.029635227E-6	866.523500667E+3	455.096790017E+3	3.481294865E+6	447.391906515E+3	308.960976715E+3	21.029635227E+3
17.709554983E+3	395.954700000E+0	1.000000000E-9	836.272003333E-6	433.848154150E-6	3.304128443E-3	502.931978326E-6	332.751785982E-6	19.060626819E-6	836.272003333E+3	433.848154150E+3	3.304128443E+6	502.931978326E+3	332.751785982E+3	19.060626819E+3
17.895811433E+3	396.942100000E+0	1.000000000E-9	792.197898500E-6	412.336155750E-6	3.125700162E-3	385.893968218E-6	273.414654598E-6	19.686916323E-6	792.197898500E+3	412.336155750E+3	3.125700162E+6	385.893968218E+3	273.414654598E+3	19.686916323E+3
18.083365670E+3	397.966900000E+0	1.000000000E-9	741.347198833E-6	376.645240117E-6	2.952806972E-3	440.549073050E-6	305.645464600E-6	18.903779880E-6	741.347198833E+3	376.645240117E+3	2.952806972E+6	440.549073050E+3	305.645464600E+3	18.903779880E+3
18.269884243E+3	398.931200000E+0	1.000000000E-9	711.623019750E-6	367.726765900E-6	2.802642507E-3	446.035405800E-6	252.271113826E-6	27.108004518E-6	711.623019750E+3	367.726765900E+3	2.802642507E+6	446.035405800E+3	252.271113826E+3	27.108004518E+3
18.456501349E+3	399.952400000E+0	1.000000000E-9	664.248520567E-6	347.811739600E-6	2.659549345E-3	404.315764557E-6	249.354649217E-6	19.349874895E-6	664.248520567E+3	347.811739600E+3	2.659549345E+6	404.315764557E+3	249.354649217E+3	19.349874895E+3
